,probability_model,num_cands,num_voters,voting_method,other_vm,perc_diff
1118,Mallows,5,1000,Instant Runoff,Instant Runoff,0.0
1119,Mallows,5,1000,Instant Runoff,Coombs,0.0
1120,Mallows,5,1000,Coombs,Split Cycle,0.0
1121,Mallows,5,1000,Coombs,Minimax,0.0
1122,Mallows,5,1000,Coombs,Copeland,0.0
1123,Mallows,5,1000,Coombs,Plurality,0.0021
1124,Mallows,5,1000,Coombs,Borda,0.0002
1125,Mallows,5,1000,Coombs,Instant Runoff,0.0
1126,Mallows,5,1000,Coombs,Coombs,0.0
1127,Mallows,5,1001,Split Cycle,Split Cycle,0.0
1128,Mallows,5,1001,Split Cycle,Minimax,0.0
1129,Mallows,5,1001,Split Cycle,Copeland,0.0
1130,Mallows,5,1001,Split Cycle,Plurality,0.00256
1131,Mallows,5,1001,Split Cycle,Borda,0.00038
1132,Mallows,5,1001,Split Cycle,Instant Runoff,0.0
1133,Mallows,5,1001,Split Cycle,Coombs,0.0
1134,Mallows,5,1001,Minimax,Split Cycle,0.0
1135,Mallows,5,1001,Minimax,Minimax,0.0
1136,Mallows,5,1001,Minimax,Copeland,0.0
1137,Mallows,5,1001,Minimax,Plurality,0.00256
1138,Mallows,5,1001,Minimax,Borda,0.00038
1139,Mallows,5,1001,Minimax,Instant Runoff,0.0
1140,Mallows,5,1001,Minimax,Coombs,0.0
1141,Mallows,5,1001,Copeland,Split Cycle,0.0
1142,Mallows,5,1001,Copeland,Minimax,0.0
1143,Mallows,5,1001,Copeland,Copeland,0.0
1144,Mallows,5,1001,Copeland,Plurality,0.00256
1145,Mallows,5,1001,Copeland,Borda,0.00038
1146,Mallows,5,1001,Copeland,Instant Runoff,0.0
1147,Mallows,5,1001,Copeland,Coombs,0.0
1148,Mallows,5,1001,Plurality,Split Cycle,0.00256
1149,Mallows,5,1001,Plurality,Minimax,0.00256
1150,Mallows,5,1001,Plurality,Copeland,0.00256
1151,Mallows,5,1001,Plurality,Plurality,0.0
1152,Mallows,5,1001,Plurality,Borda,0.00272
1153,Mallows,5,1001,Plurality,Instant Runoff,0.00256
1154,Mallows,5,1001,Plurality,Coombs,0.00256
1155,Mallows,5,1001,Borda,Split Cycle,0.00038
1156,Mallows,5,1001,Borda,Minimax,0.00038
1157,Mallows,5,1001,Borda,Copeland,0.00038
1158,Mallows,5,1001,Borda,Plurality,0.00272
1159,Mallows,5,1001,Borda,Borda,0.0
1160,Mallows,5,1001,Borda,Instant Runoff,0.00038
1161,Mallows,5,1001,Borda,Coombs,0.00038
1162,Mallows,5,1001,Instant Runoff,Split Cycle,0.0
1163,Mallows,5,1001,Instant Runoff,Minimax,0.0
1164,Mallows,5,1001,Instant Runoff,Copeland,0.0
1165,Mallows,5,1001,Instant Runoff,Plurality,0.00256
1166,Mallows,5,1001,Instant Runoff,Borda,0.00038
1167,Mallows,5,1001,Instant Runoff,Instant Runoff,0.0
1168,Mallows,5,1001,Instant Runoff,Coombs,0.0
1169,Mallows,5,1001,Coombs,Split Cycle,0.0
1170,Mallows,5,1001,Coombs,Minimax,0.0
1171,Mallows,5,1001,Coombs,Copeland,0.0
1172,Mallows,5,1001,Coombs,Plurality,0.00256
1173,Mallows,5,1001,Coombs,Borda,0.00038
1174,Mallows,5,1001,Coombs,Instant Runoff,0.0
1175,Mallows,5,1001,Coombs,Coombs,0.0
