,num_candidates,num_voters,prob_model,voting_method,condorcet_efficiency,error,num_samples,percent_condorcet_winner,percent_condorcet_winner_error
219,9,100,Mallows,Bucklin,0.6990301724137931,0.018769915362358947,22658,0.5043364630478526,0.0015582007819601174
220,9,1000,Mallows,Plurality,0.36777408637873754,0.019999345095207677,17890,0.5043410974714091,0.0015494679571812497
221,9,1000,Mallows,Borda,0.8548172757475083,0.014641916352676088,17890,0.5043410974714091,0.0015494679571812497
222,9,1000,Mallows,Instant Runoff,0.8136212624584718,0.016172926531620724,17890,0.5043410974714091,0.0015494679571812497
223,9,1000,Mallows,Coombs,0.8205980066445183,0.015936906531619166,17890,0.5043410974714091,0.0015494679571812497
224,9,1000,Mallows,Bucklin,0.6395348837209303,0.019914225831371923,17890,0.5043410974714091,0.0015494679571812497
225,10,10,Mallows,Plurality,0.46352331606217617,0.019999850641745642,45655,0.4962191754869713,0.001527844854496474
226,10,10,Mallows,Borda,0.9489119170984456,0.008890868016785625,45655,0.4962191754869713,0.001527844854496474
227,10,10,Mallows,Instant Runoff,0.8016580310880829,0.01601390276530945,45655,0.4962191754869713,0.001527844854496474
228,10,10,Mallows,Coombs,0.898860103626943,0.012135056798305621,45655,0.4962191754869713,0.001527844854496474
229,10,10,Mallows,Bucklin,0.8030051813471503,0.015973104685966133,45655,0.4962191754869713,0.001527844854496474
230,10,100,Mallows,Plurality,0.3530207394048693,0.019999086380148634,23063,0.49467880612673854,0.0015172111054725934
231,10,100,Mallows,Borda,0.8797339945897205,0.013648931314795387,23063,0.49467880612673854,0.0015172111054725934
232,10,100,Mallows,Instant Runoff,0.7956492335437331,0.01689198784123236,23063,0.49467880612673854,0.0015172111054725934
233,10,100,Mallows,Coombs,0.8199954914337241,0.016100066044722694,23063,0.49467880612673854,0.0015172111054725934
234,10,100,Mallows,Bucklin,0.678990081154193,0.01953958535889455,23063,0.49467880612673854,0.0015172111054725934
235,10,1000,Mallows,Plurality,0.3419456301954617,0.019817830341836262,19025,0.4943772791513786,0.0015086283723478866
236,10,1000,Mallows,Borda,0.8511570433610425,0.014899126762037196,19025,0.4943772791513786,0.0015086283723478866
237,10,1000,Mallows,Instant Runoff,0.797685913277915,0.016800964849006172,19025,0.4943772791513786,0.0015086283723478866
238,10,1000,Mallows,Coombs,0.8089193439676478,0.01644491418776306,19025,0.4943772791513786,0.0015086283723478866
239,10,1000,Mallows,Bucklin,0.6442372500561672,0.019999847145540706,19025,0.4943772791513786,0.0015086283723478866
240,3,10,Plackett-Luce,Plurality,0.8758119984715322,0.018058953718795068,9013,0.4948355795529234,0.0015046323623619795
241,3,10,Plackett-Luce,Borda,0.9841421474971341,0.00697078002121132,9013,0.4948355795529234,0.0015046323623619795
242,3,10,Plackett-Luce,Instant Runoff,0.9721054642720672,0.009120286011393142,9013,0.4948355795529234,0.0015046323623619795
243,3,10,Plackett-Luce,Coombs,1.0,0.0007045433350438834,9013,0.4948355795529234,0.0015046323623619795
244,3,10,Plackett-Luce,Bucklin,0.8410393580435613,0.01999986372942697,9013,0.4948355795529234,0.0015046323623619795
245,3,100,Plackett-Luce,Plurality,0.7882133829985366,0.018603354974277675,9448,0.49649996603046015,0.0015005052722205647
246,3,100,Plackett-Luce,Borda,0.9233736863110283,0.012160014930629348,9448,0.49649996603046015,0.0015005052722205647
247,3,100,Plackett-Luce,Instant Runoff,0.9666090195556738,0.008259014102278028,9448,0.49649996603046015,0.0015005052722205647
