,num_candidates,num_voters,prob_model,voting_method,condorcet_efficiency,error,num_samples,percent_condorcet_winner,percent_condorcet_winner_error
205,4,1000,Euclidean,Plurality,0.6485936970518469,0.01999984704343627,11270,0.5867210155747115,0.0024878711011083743
206,4,1000,Euclidean,Borda,0.8794758838811703,0.013676228532944257,11270,0.5867210155747115,0.0024878711011083743
207,4,1000,Euclidean,Instant Runoff,0.9301931548627584,0.010729868905618556,11270,0.5867210155747115,0.0024878711011083743
208,4,1000,Euclidean,Coombs,0.933017056365074,0.010528796829636922,11270,0.5867210155747115,0.0024878711011083743
209,4,1000,Euclidean,Bucklin,0.7483338981136338,0.018190652417679698,11270,0.5867210155747115,0.0024878711011083743
210,5,10,Euclidean,Plurality,0.6865511057979677,0.0199990992871939,21218,0.5801759643584031,0.0024506768613336005
211,5,10,Euclidean,Borda,0.9576808129109384,0.008749992785912153,21218,0.5801759643584031,0.0024506768613336005
212,5,10,Euclidean,Instant Runoff,0.9220561864913329,0.011609907905015038,21218,0.5801759643584031,0.0024506768613336005
213,5,10,Euclidean,Coombs,0.9678421996413629,0.00768373024322222,21218,0.5801759643584031,0.0024506768613336005
214,5,10,Euclidean,Bucklin,0.8328750747160789,0.01610844315632498,21218,0.5801759643584031,0.0024506768613336005
215,5,100,Euclidean,Plurality,0.5840313858551586,0.01999865444458182,15454,0.5809030970655757,0.0024202810349089887
216,5,100,Euclidean,Borda,0.8878167744671827,0.01284438177501157,15454,0.5809030970655757,0.0024202810349089887
217,5,100,Euclidean,Instant Runoff,0.8996925034460821,0.012231792868601654,15454,0.5809030970655757,0.0024202810349089887
218,5,100,Euclidean,Coombs,0.9123104654861627,0.011523005494219807,15454,0.5809030970655757,0.0024202810349089887
219,5,100,Euclidean,Bucklin,0.6980171773937016,0.018635906602780028,15454,0.5809030970655757,0.0024202810349089887
220,5,1000,Euclidean,Plurality,0.5740174902539248,0.019999501021586874,13398,0.5835194426829157,0.002393185380564322
221,5,1000,Euclidean,Borda,0.8696659993678222,0.013651223285055747,13398,0.5835194426829157,0.002393185380564322
222,5,1000,Euclidean,Instant Runoff,0.902960699610157,0.01201583075407564,13398,0.5835194426829157,0.002393185380564322
223,5,1000,Euclidean,Coombs,0.9080181224317775,0.01173384671607669,13398,0.5835194426829157,0.002393185380564322
224,5,1000,Euclidean,Bucklin,0.6887577705194394,0.018732813454965802,13398,0.5835194426829157,0.002393185380564322
225,6,10,Euclidean,Plurality,0.6330082021724673,0.01999937833522747,26835,0.5737548865122698,0.0023528302789492805
226,6,10,Euclidean,Borda,0.9516736865440035,0.008962832840569535,26835,0.5737548865122698,0.0023528302789492805
227,6,10,Euclidean,Instant Runoff,0.8951452006207049,0.01275412875836679,26835,0.5737548865122698,0.0023528302789492805
228,6,10,Euclidean,Coombs,0.9441365550875638,0.009589890715327898,26835,0.5737548865122698,0.0023528302789492805
229,6,10,Euclidean,Bucklin,0.8330747062735535,0.015499307891413405,26835,0.5737548865122698,0.0023528302789492805
230,6,100,Euclidean,Plurality,0.5195622999896768,0.019999236997329972,17710,0.5730749210983285,0.0023232186627447637
231,6,100,Euclidean,Borda,0.8823165066584082,0.012936552192911122,17710,0.5730749210983285,0.0023232186627447637
232,6,100,Euclidean,Instant Runoff,0.8770517187983896,0.013181201151330146,17710,0.5730749210983285,0.0023232186627447637
233,6,100,Euclidean,Coombs,0.8804583462372252,0.013023816286624412,17710,0.5730749210983285,0.0023232186627447637
234,6,100,Euclidean,Bucklin,0.6925776814287189,0.018478574183594,17710,0.5730749210983285,0.0023232186627447637
235,6,1000,Euclidean,Plurality,0.5113952768897597,0.019998938665863775,15186,0.5744702648009397,0.0022973479897308025
236,6,1000,Euclidean,Borda,0.8595441889244096,0.013933669693651618,15186,0.5744702648009397,0.0022973479897308025
