m,n_team,k,rule,seed,ok,runtime
3,2,3,2-approval,22,False,0.0003611999563872814
3,2,3,2-approval,23,False,0.0002861000248230994
3,2,3,2-approval,24,False,0.00024340004893019795
3,2,3,2-approval,25,False,0.0003635000321082771
3,2,3,2-approval,26,False,0.0003464000183157623
3,2,3,2-approval,27,False,0.0004718999844044447
3,2,3,2-approval,28,False,0.0007073000306263566
3,2,3,2-approval,29,False,0.0007544999825768173
3,2,3,2-approval,30,False,0.0006924999761395156
3,2,3,2-approval,31,False,0.00037789996713399887
3,2,3,2-approval,32,False,0.0014309000107459724
3,2,3,2-approval,33,False,0.0005515000084415078
3,2,3,2-approval,34,False,0.00038649997441098094
3,2,3,2-approval,35,False,0.0003994000144302845
3,2,3,2-approval,36,False,0.0003695999621413648
3,2,3,2-approval,37,False,0.0005892000044696033
3,2,3,2-approval,38,False,0.0004920000210404396
3,2,3,2-approval,39,False,0.00035230000503361225
3,2,3,2-approval,40,False,0.001108399999793619
3,2,3,2-approval,41,False,0.00048449996393173933
3,2,3,2-approval,42,False,0.00036830001045018435
3,2,3,2-approval,43,False,0.00042500003473833203
3,2,3,2-approval,44,False,0.0004194000503048301
3,2,3,2-approval,45,False,0.0005650999955832958
3,2,3,2-approval,46,False,0.0004597000079229474
3,2,3,2-approval,47,False,0.0003980000037699938
3,2,3,2-approval,48,False,0.000576100021135062
3,2,3,2-approval,49,False,0.0006800999981351197
3,2,3,veto,0,False,0.0006820000126026571
3,2,3,veto,1,False,0.0006218999624252319
3,2,3,veto,2,False,0.0006066000205464661
3,2,3,veto,3,False,0.0006198999471962452
3,2,3,veto,4,False,0.00041859998600557446
3,2,3,veto,5,False,0.0006749000167474151
3,2,3,veto,6,False,0.0007294999668374658
3,2,3,veto,7,False,0.000798800028860569
3,2,3,veto,8,False,0.0005019999807700515
3,2,3,veto,9,False,0.00037460000021383166
3,2,3,veto,10,False,0.0002834000042639673
3,2,3,veto,11,False,0.00027359998784959316
3,2,3,veto,12,False,0.0003322999691590667
3,2,3,veto,13,False,0.0003513999981805682
3,2,3,veto,14,False,0.0004965999978594482
3,2,3,veto,15,False,0.00041179999243468046
3,2,3,veto,16,False,0.0002905000001192093
3,2,3,veto,17,False,0.0005658000009134412
3,2,3,veto,18,False,0.0005196999991312623
3,2,3,veto,19,False,0.00031540001509711146
3,2,3,veto,20,False,0.0002364999963901937
3,2,3,veto,21,False,0.00034989998675882816
3,2,3,veto,22,False,0.0003190000425092876
3,2,3,veto,23,False,0.0004650999908335507
3,2,3,veto,24,False,0.0003787999739870429
3,2,3,veto,25,False,0.0002606000052765012
3,2,3,veto,26,False,0.00031050003599375486
3,2,3,veto,27,False,0.0002808000426739454
3,2,3,veto,28,False,0.00030260003404691815
3,2,3,veto,29,False,0.00024150003446266055
3,2,3,veto,30,False,0.000262599962297827
3,2,3,veto,31,False,0.00030260003404691815
3,2,3,veto,32,False,0.00043700000969693065
3,2,3,veto,33,False,0.0004566999850794673
3,2,3,veto,34,False,0.0002986000035889447
3,2,3,veto,35,False,0.00024690001737326384
3,2,3,veto,36,False,0.00030310003785416484
3,2,3,veto,37,False,0.000548899988643825
3,2,3,veto,38,False,0.0002812999882735312
3,2,3,veto,39,False,0.0003955999854952097
3,2,3,veto,40,False,0.00022799998987466097
3,2,3,veto,41,False,0.00027330004377290606
3,2,3,veto,42,False,0.0011703999480232596
3,2,3,veto,43,False,0.0003610999556258321
3,2,3,veto,44,False,0.000270900025498122
3,2,3,veto,45,False,0.00026290002278983593
3,2,3,veto,46,False,0.0003667999990284443
3,2,3,veto,47,False,0.0003627999685704708
3,2,3,veto,48,False,0.0002767000114545226
3,2,3,veto,49,False,0.00024010002380236983
3,2,4,plurality,0,False,0.0002463000128045678
3,2,4,plurality,1,False,0.00025720003759488463
3,2,4,plurality,2,False,0.0003671000013127923
3,2,4,plurality,3,False,0.00047670002095401287
3,2,4,plurality,4,False,0.00034229998709633946
3,2,4,plurality,5,False,0.00043189997086301446
3,2,4,plurality,6,False,0.00038949999725446105
3,2,4,plurality,7,False,0.00038219999987632036
3,2,4,plurality,8,False,0.0003258000360801816
3,2,4,plurality,9,False,0.0002617000136524439
3,2,4,plurality,10,False,0.00043730001198127866
3,2,4,plurality,11,False,0.0003700999659486115
3,2,4,plurality,12,False,0.0005407999851740897
3,2,4,plurality,13,False,0.001013200031593442
3,2,4,plurality,14,False,0.0006541000329889357
3,2,4,plurality,15,False,0.0005437000072561204
3,2,4,plurality,16,False,0.000797900022007525
3,2,4,plurality,17,False,0.0005555000388994813
3,2,4,plurality,18,False,0.0008089999901130795
3,2,4,plurality,19,False,0.0005801999941468239
3,2,4,plurality,20,False,0.0006345000001601875
3,2,4,plurality,21,False,0.0004751000087708235
3,2,4,plurality,22,False,0.00043950002873316407
3,2,4,plurality,23,False,0.0006542999763041735
3,2,4,plurality,24,False,0.0005515999509952962
3,2,4,plurality,25,False,0.000492700026370585
3,2,4,plurality,26,False,0.0004946000408381224
3,2,4,plurality,27,False,0.0005391000304371119
3,2,4,plurality,28,False,0.00048319995403289795
3,2,4,plurality,29,False,0.00047799997264519334
3,2,4,plurality,30,False,0.0005423999973572791
3,2,4,plurality,31,False,0.0006317999796010554
3,2,4,plurality,32,False,0.0006184999947436154
3,2,4,plurality,33,False,0.0005164000322110951
3,2,4,plurality,34,False,0.0003397000255063176
3,2,4,plurality,35,False,0.0005989999626763165
3,2,4,plurality,36,False,0.0005728999967686832
3,2,4,plurality,37,False,0.0003228999557904899
3,2,4,plurality,38,False,0.0007245999877341092
3,2,4,plurality,39,False,0.00041879998752847314
3,2,4,plurality,40,False,0.0004358000005595386
3,2,4,plurality,41,False,0.0009707999997772276
3,2,4,plurality,42,False,0.00031350000062957406
3,2,4,plurality,43,False,0.0003084999625571072
3,2,4,plurality,44,False,0.0005111999926157296
3,2,4,plurality,45,False,0.00043100002221763134
3,2,4,plurality,46,False,0.00028909998945891857
3,2,4,plurality,47,False,0.0003417999832890928
3,2,4,plurality,48,False,0.0003966999938711524
3,2,4,plurality,49,False,0.0005796999903395772
3,2,4,2-approval,0,False,0.0002419000375084579
3,2,4,2-approval,1,False,0.00023860001238062978
3,2,4,2-approval,2,False,0.000480300048366189
3,2,4,2-approval,3,False,0.00048649997916072607
3,2,4,2-approval,4,False,0.00032840005587786436
3,2,4,2-approval,5,False,0.00029090000316500664
3,2,4,2-approval,6,False,0.0005423999973572791
3,2,4,2-approval,7,False,0.0004228000179864466
3,2,4,2-approval,8,False,0.0003968999953940511
3,2,4,2-approval,9,False,0.00036669999826699495
3,2,4,2-approval,10,False,0.00030529999639838934
3,2,4,2-approval,11,False,0.0002866999711841345
3,2,4,2-approval,12,False,0.0004928999696858227
3,2,4,2-approval,13,False,0.0005186999915167689
3,2,4,2-approval,14,False,0.000522000016644597
3,2,4,2-approval,15,False,0.00045900000259280205
3,2,4,2-approval,16,False,0.0005077000241726637
3,2,4,2-approval,17,False,0.0005031999899074435
3,2,4,2-approval,18,False,0.0005549999768845737
3,2,4,2-approval,19,False,0.00026950001483783126
3,2,4,2-approval,20,False,0.0002891999902203679
3,2,4,2-approval,21,False,0.00042910000775009394
3,2,4,2-approval,22,False,0.0005473000346682966
3,2,4,2-approval,23,False,0.0003147000097669661
3,2,4,2-approval,24,False,0.00025460001779720187
3,2,4,2-approval,25,False,0.00033950002398341894
3,2,4,2-approval,26,False,0.0004507999983616173
3,2,4,2-approval,27,False,0.00029129994800314307
3,2,4,2-approval,28,False,0.0003728000447154045
3,2,4,2-approval,29,False,0.0003260999801568687
3,2,4,2-approval,30,False,0.0003616000176407397
3,2,4,2-approval,31,False,0.0002542000147514045
3,2,4,2-approval,32,False,0.0002587999915704131
3,2,4,2-approval,33,False,0.0002574000391177833
3,2,4,2-approval,34,False,0.00031019997550174594
3,2,4,2-approval,35,False,0.00031940004555508494
3,2,4,2-approval,36,False,0.00025450001703575253
3,2,4,2-approval,37,False,0.0002544999588280916
3,2,4,2-approval,38,False,0.0003043999895453453
3,2,4,2-approval,39,False,0.0003130999975837767
3,2,4,2-approval,40,False,0.0003869999782182276
3,2,4,2-approval,41,False,0.0002959999837912619
3,2,4,2-approval,42,False,0.0002896999940276146
3,2,4,2-approval,43,False,0.0003510999958962202
3,2,4,2-approval,44,False,0.00034850003430619836
3,2,4,2-approval,45,False,0.0003417999832890928
3,2,4,2-approval,46,False,0.00022219994571059942
3,2,4,2-approval,47,False,0.00022559997159987688
3,2,4,2-approval,48,False,0.00020820001373067498
3,2,4,2-approval,49,False,0.0003228000132367015
3,2,4,veto,0,False,0.00033000000985339284
3,2,4,veto,1,False,0.00024729996221140027
3,2,4,veto,2,False,0.00024010002380236983
3,2,4,veto,3,False,0.00020290003158152103
3,2,4,veto,4,False,0.00021169998217374086
3,2,4,veto,5,False,0.0002701000194065273
3,2,4,veto,6,False,0.0003428999916650355
3,2,4,veto,7,False,0.00030529999639838934
3,2,4,veto,8,False,0.00028609996661543846
3,2,4,veto,9,False,0.0003969999961555004
3,2,4,veto,10,False,0.00028440001187846065
3,2,4,veto,11,False,0.00030390004394575953
3,2,4,veto,12,False,0.00041740003507584333
3,2,4,veto,13,False,0.0007095999899320304
3,2,4,veto,14,False,0.0002886999864131212
3,2,4,veto,15,False,0.00024770002346485853
3,2,4,veto,16,False,0.00028500001644715667
3,2,4,veto,17,False,0.00040499999886378646
3,2,4,veto,18,False,0.0003928999649360776
3,2,4,veto,19,False,0.00033189996611326933
3,2,4,veto,20,False,0.00027109996881335974
3,2,4,veto,21,False,0.0002641999744810164
3,2,4,veto,22,False,0.0003013999667018652
3,2,4,veto,23,False,0.0003977999440394342
3,2,4,veto,24,False,0.000235399988014251
3,2,4,veto,25,False,0.0002120999852195382
3,2,4,veto,26,False,0.00019400002202019095
3,2,4,veto,27,False,0.00019749999046325684
3,2,4,veto,28,False,0.00022490002447739244
3,2,4,veto,29,False,0.00031920004403218627
3,2,4,veto,30,False,0.0004227000172249973
3,2,4,veto,31,False,0.0002793999738059938
3,2,4,veto,32,False,0.00022260000696405768
3,2,4,veto,33,False,0.00020910002058371902
3,2,4,veto,34,False,0.0007269000052474439
3,2,4,veto,35,False,0.0003597000031732023
3,2,4,veto,36,False,0.00029450003057718277
3,2,4,veto,37,False,0.00022330001229420304
3,2,4,veto,38,False,0.00021889997879043221
3,2,4,veto,39,False,0.0002685000072233379
3,2,4,veto,40,False,0.0003257999778725207
3,2,4,veto,41,False,0.00035579997347667813
3,2,4,veto,42,False,0.0002487000310793519
3,2,4,veto,43,False,0.00021379999816417694
3,2,4,veto,44,False,0.00019880000036209822
3,2,4,veto,45,False,0.0005200000014156103
3,2,4,veto,46,False,0.0003340000403113663
3,2,4,veto,47,False,0.00034069997491315007
3,2,4,veto,48,False,0.00021630001720041037
3,2,4,veto,49,False,0.00021770002786070108
3,3,2,plurality,0,False,0.0005062000127509236
3,3,2,plurality,1,False,0.0005855999770574272
3,3,2,plurality,2,False,0.0003415000392124057
3,3,2,plurality,3,False,0.00023449998116120696
3,3,2,plurality,4,False,0.00021090003428980708
3,3,2,plurality,5,False,0.00021059997379779816
3,3,2,plurality,6,False,0.0003257999778725207
3,3,2,plurality,7,False,0.0003905000048689544
3,3,2,plurality,8,False,0.00026679999427869916
3,3,2,plurality,9,False,0.0002367999986745417
3,3,2,plurality,10,False,0.00024720001965761185
3,3,2,plurality,11,False,0.0002701999619603157
3,3,2,plurality,12,False,0.00032510003075003624
3,3,2,plurality,13,False,0.00032970000756904483
3,3,2,plurality,14,False,0.0002416999777778983
3,3,2,plurality,15,False,0.0002888999879360199
3,3,2,plurality,16,False,0.00030620000325143337
3,3,2,plurality,17,False,0.00032890000147745013
3,3,2,plurality,18,False,0.0003201000508852303
3,3,2,plurality,19,False,0.0002924000145867467
3,3,2,plurality,20,False,0.00025240000104531646
3,3,2,plurality,21,False,0.00023090001195669174
3,3,2,plurality,22,False,0.00023339997278526425
3,3,2,plurality,23,False,0.0002923999563790858
3,3,2,plurality,24,False,0.00028690003091469407
3,3,2,plurality,25,False,0.0002627999638207257
3,3,2,plurality,26,False,0.00022680003894492984
3,3,2,plurality,27,False,0.00023750000400468707
3,3,2,plurality,28,False,0.00022119999630376697
3,3,2,plurality,29,False,0.0004005000228062272
3,3,2,plurality,30,False,0.0002991999499499798
3,3,2,plurality,31,False,0.00036429997999221087
3,3,2,plurality,32,False,0.00026210001669824123
3,3,2,plurality,33,False,0.0002958999830298126
3,3,2,plurality,34,False,0.00027570000384002924
3,3,2,plurality,35,False,0.0003281999961473048
3,3,2,plurality,36,False,0.0004392999690026045
3,3,2,plurality,37,False,0.0002772999578155577
3,3,2,plurality,38,False,0.000318199978210032
3,3,2,plurality,39,False,0.0002749999985098839
3,3,2,plurality,40,False,0.0003619000199250877
3,3,2,plurality,41,False,0.0002961999853141606
3,3,2,plurality,42,False,0.0007621000404469669
3,3,2,plurality,43,False,0.00028249999741092324
3,3,2,plurality,44,False,0.00027080002473667264
3,3,2,plurality,45,False,0.0002725999802350998
3,3,2,plurality,46,False,0.00041799998143687844
3,3,2,plurality,47,False,0.00031109998235478997
3,3,2,plurality,48,False,0.0002662999904714525
3,3,2,plurality,49,False,0.00036479998379945755
3,3,2,2-approval,0,False,0.0002674999996088445
3,3,2,2-approval,1,False,0.00047289999201893806
3,3,2,2-approval,2,False,0.0002802000381052494
3,3,2,2-approval,3,False,0.0002864999696612358
3,3,2,2-approval,4,False,0.00030990003142505884
3,3,2,2-approval,5,False,0.0002834000042639673
3,3,2,2-approval,6,False,0.00042860000394284725
3,3,2,2-approval,7,False,0.00034470000537112355
3,3,2,2-approval,8,False,0.00031179998768493533
3,3,2,2-approval,9,False,0.0002749999985098839
3,3,2,2-approval,10,False,0.00027789996238425374
3,3,2,2-approval,11,False,0.0002694000140763819
3,3,2,2-approval,12,False,0.00028520001797005534
3,3,2,2-approval,13,False,0.00024040002608671784
3,3,2,2-approval,14,False,0.00025839998852461576
3,3,2,2-approval,15,False,0.00024349999148398638
3,3,2,2-approval,16,False,0.00029850000282749534
3,3,2,2-approval,17,False,0.00028979999478906393
3,3,2,2-approval,18,False,0.0002865000278688967
3,3,2,2-approval,19,False,0.00021650001872330904
3,3,2,2-approval,20,False,0.00020479998784139752
3,3,2,2-approval,21,False,0.00020670000230893493
3,3,2,2-approval,22,False,0.00028580002253875136
3,3,2,2-approval,23,False,0.00039000000106170774
3,3,2,2-approval,24,False,0.00028520001797005534
3,3,2,2-approval,25,False,0.00023440003860741854
3,3,2,2-approval,26,False,0.00023330003023147583
3,3,2,2-approval,27,False,0.00022689998149871826
3,3,2,2-approval,28,False,0.0003285999991931021
3,3,2,2-approval,29,False,0.0008093999931588769
3,3,2,2-approval,30,False,0.000299000006634742
3,3,2,2-approval,31,False,0.0002832000027410686
3,3,2,2-approval,32,False,0.00031159998616203666
3,3,2,2-approval,33,False,0.00038300000596791506
3,3,2,2-approval,34,False,0.0003084999625571072
3,3,2,2-approval,35,False,0.000291300006210804
3,3,2,2-approval,36,False,0.0002500000409781933
3,3,2,2-approval,37,False,0.0002547000185586512
3,3,2,2-approval,38,False,0.00034329999471083283
3,3,2,2-approval,39,False,0.0002838000073097646
3,3,2,2-approval,40,False,0.0002646999782882631
3,3,2,2-approval,41,False,0.0002696000155992806
3,3,2,2-approval,42,False,0.000291000003926456
3,3,2,2-approval,43,False,0.0002733999863266945
3,3,2,2-approval,44,False,0.0003358000540174544
3,3,2,2-approval,45,False,0.00026530004106462
3,3,2,2-approval,46,False,0.00023500004317611456
3,3,2,2-approval,47,False,0.0002142000012099743
3,3,2,2-approval,48,False,0.00026870000874623656
3,3,2,2-approval,49,False,0.0002799999783746898
3,3,2,veto,0,False,0.00023070001043379307
3,3,2,veto,1,False,0.000228899996727705
3,3,2,veto,2,False,0.00022610003361478448
3,3,2,veto,3,False,0.00020700000459328294
3,3,2,veto,4,False,0.00022059999173507094
3,3,2,veto,5,False,0.00027009996119886637
3,3,2,veto,6,False,0.0002777999616228044
3,3,2,veto,7,False,0.0002405999694019556
3,3,2,veto,8,False,0.0002269999822601676
3,3,2,veto,9,False,0.00024120003217831254
3,3,2,veto,10,False,0.00033249997068196535
3,3,2,veto,11,False,0.00030620000325143337
3,3,2,veto,12,False,0.0002886999864131212
3,3,2,veto,13,False,0.0002142000012099743
3,3,2,veto,14,False,0.0002196000423282385
3,3,2,veto,15,False,0.0003309999592602253
3,3,2,veto,16,False,0.00027760001830756664
3,3,2,veto,17,False,0.00035149999894201756
3,3,2,veto,18,False,0.0003619000199250877
3,3,2,veto,19,False,0.00030909996712580323
3,3,2,veto,20,False,0.0002896999940276146
3,3,2,veto,21,False,0.00029479997465386987
3,3,2,veto,22,False,0.00035119999665766954
3,3,2,veto,23,False,0.00029639998683705926
3,3,2,veto,24,False,0.00027600000612437725
3,3,2,veto,25,False,0.00033160002203658223
3,3,2,veto,26,False,0.00025209999876096845
3,3,2,veto,27,False,0.00026290002278983593
3,3,2,veto,28,False,0.0002749999985098839
3,3,2,veto,29,False,0.0004118999931961298
3,3,2,veto,30,False,0.000338299956638366
