m,n_team,k,rule,seed,ok,runtime
3,6,4,veto,10,False,0.0004045000532642007
3,6,4,veto,11,False,0.0004027000395581126
3,6,4,veto,12,False,0.00023369997506961226
3,6,4,veto,13,False,0.00022109999554231763
3,6,4,veto,14,False,0.00029260001610964537
3,6,4,veto,15,False,0.0003133999998681247
3,6,4,veto,16,False,0.00023669999791309237
3,6,4,veto,17,False,0.00021579995518550277
3,6,4,veto,18,False,0.0003060000017285347
3,6,4,veto,19,False,0.00023629999486729503
3,6,4,veto,20,False,0.00021770002786070108
3,6,4,veto,21,False,0.00021700002253055573
3,6,4,veto,22,False,0.0003521000035107136
3,6,4,veto,23,False,0.0003152000135742128
3,6,4,veto,24,False,0.0002452000044286251
3,6,4,veto,25,False,0.00021840003319084644
3,6,4,veto,26,False,0.00021059997379779816
3,6,4,veto,27,False,0.0003150000120513141
3,6,4,veto,28,False,0.0008968999609351158
3,6,4,veto,29,False,0.00020169996423646808
3,6,4,veto,30,False,0.00022340001305565238
3,6,4,veto,31,False,0.00028450001263991
3,6,4,veto,32,False,0.0003203999949619174
3,6,4,veto,33,False,0.0002536000101827085
3,6,4,veto,34,False,0.00030559999868273735
3,6,4,veto,35,False,0.0002232000115327537
3,6,4,veto,36,False,0.0008110000053420663
3,6,4,veto,37,False,0.00028440001187846065
3,6,4,veto,38,False,0.00021270004799589515
3,6,4,veto,39,False,0.0002099000266753137
3,6,4,veto,40,False,0.00029289996018633246
3,6,4,veto,41,False,0.00029640004504472017
3,6,4,veto,42,False,0.00020790001144632697
3,6,4,veto,43,False,0.0002986000035889447
3,6,4,veto,44,False,0.0003236999618820846
3,6,4,veto,45,False,0.000248399970587343
3,6,4,veto,46,False,0.00021670002024620771
3,6,4,veto,47,False,0.0002142000012099743
3,6,4,veto,48,False,0.00025020004250109196
3,6,4,veto,49,False,0.00036020000698044896
3,7,2,plurality,0,False,0.0002185999765060842
3,7,2,plurality,1,False,0.0002256000298075378
3,7,2,plurality,2,False,0.0002778000198304653
3,7,2,plurality,3,False,0.0003040999872609973
3,7,2,plurality,4,False,0.00021849997574463487
3,7,2,plurality,5,False,0.0001922000083141029
3,7,2,plurality,6,False,0.0002873000339604914
3,7,2,plurality,7,False,0.00041640002746134996
3,7,2,plurality,8,False,0.00023339997278526425
3,7,2,plurality,9,False,0.00021279999054968357
3,7,2,plurality,10,False,0.00021379999816417694
3,7,2,plurality,11,False,0.0003428999916650355
3,7,2,plurality,12,False,0.00026870000874623656
3,7,2,plurality,13,False,0.0002630999661050737
3,7,2,plurality,14,False,0.00023450003936886787
3,7,2,plurality,15,False,0.00029009999707341194
3,7,2,plurality,16,False,0.0002720000338740647
3,7,2,plurality,17,False,0.00021039997227489948
3,7,2,plurality,18,False,0.00028660002863034606
3,7,2,plurality,19,False,0.0003293000045232475
3,7,2,plurality,20,False,0.0002435000496916473
3,7,2,plurality,21,False,0.00020999996922910213
3,7,2,plurality,22,False,0.00022009998792782426
3,7,2,plurality,23,False,0.0003136000013910234
3,7,2,plurality,24,False,0.0004042999935336411
3,7,2,plurality,25,False,0.00023610005155205727
3,7,2,plurality,26,False,0.00023289996897801757
3,7,2,plurality,27,False,0.00022960000205785036
3,7,2,plurality,28,False,0.0003347999881953001
3,7,2,plurality,29,False,0.0002652000403031707
3,7,2,plurality,30,False,0.00029090000316500664
3,7,2,plurality,31,False,0.00039499998092651367
3,7,2,plurality,32,False,0.00032270001247525215
3,7,2,plurality,33,False,0.00024969998048618436
3,7,2,plurality,34,False,0.00023369997506961226
3,7,2,plurality,35,False,0.0002462000120431185
3,7,2,plurality,36,False,0.00035280000884085894
3,7,2,plurality,37,False,0.0003019999712705612
3,7,2,plurality,38,False,0.00027760001830756664
3,7,2,plurality,39,False,0.00022839999292045832
3,7,2,plurality,40,False,0.00037519994657486677
3,7,2,plurality,41,False,0.00033190002432093024
3,7,2,plurality,42,False,0.00021869997726753354
3,7,2,plurality,43,False,0.0002145000034943223
3,7,2,plurality,44,False,0.0002481999690644443
3,7,2,plurality,45,False,0.00038079998921602964
3,7,2,plurality,46,False,0.00023780000628903508
3,7,2,plurality,47,False,0.0002376000047661364
3,7,2,plurality,48,False,0.0003166000242345035
3,7,2,plurality,49,False,0.00032839999767020345
3,7,2,2-approval,0,False,0.00026539998361840844
3,7,2,2-approval,1,False,0.00022849999368190765
3,7,2,2-approval,2,False,0.00021060003200545907
3,7,2,2-approval,3,False,0.00038410001434385777
3,7,2,2-approval,4,False,0.0002866999711841345
3,7,2,2-approval,5,False,0.000229199999012053
3,7,2,2-approval,6,False,0.00025209999876096845
3,7,2,2-approval,7,False,0.00036429997999221087
3,7,2,2-approval,8,False,0.0005475999787449837
3,7,2,2-approval,9,False,0.0002308000111952424
3,7,2,2-approval,10,False,0.00023609999334439635
3,7,2,2-approval,11,False,0.0004211000050418079
3,7,2,2-approval,12,False,0.0002856000210158527
3,7,2,2-approval,13,False,0.00025079998886212707
3,7,2,2-approval,14,False,0.00023710000095888972
3,7,2,2-approval,15,False,0.0002802000381052494
3,7,2,2-approval,16,False,0.00027860002592206
3,7,2,2-approval,17,False,0.00023579999106004834
3,7,2,2-approval,18,False,0.00046369998017326
3,7,2,2-approval,19,False,0.0004495999892242253
3,7,2,2-approval,20,False,0.00027689995476976037
3,7,2,2-approval,21,False,0.00022379995789378881
3,7,2,2-approval,22,False,0.00034069997491315007
3,7,2,2-approval,23,False,0.00030620000325143337
3,7,2,2-approval,24,False,0.0002885999856516719
3,7,2,2-approval,25,False,0.00022139999782666564
3,7,2,2-approval,26,False,0.00023250002413988113
3,7,2,2-approval,27,False,0.0003279000520706177
3,7,2,2-approval,28,False,0.00031779997516423464
3,7,2,2-approval,29,False,0.0002128999913111329
3,7,2,2-approval,30,False,0.00025560002541169524
3,7,2,2-approval,31,False,0.00038330000825226307
3,7,2,2-approval,32,False,0.0002590999938547611
3,7,2,2-approval,33,False,0.00023819995112717152
3,7,2,2-approval,34,False,0.00025729998014867306
3,7,2,2-approval,35,False,0.00037650001468136907
3,7,2,2-approval,36,False,0.0003063000040128827
3,7,2,2-approval,37,False,0.00024170003598555923
3,7,2,2-approval,38,False,0.0002242999617010355
3,7,2,2-approval,39,False,0.00031400000443682075
3,7,2,2-approval,40,False,0.00028450001263991
3,7,2,2-approval,41,False,0.00028030003886669874
3,7,2,2-approval,42,False,0.0002829000004567206
3,7,2,2-approval,43,False,0.0003169000265188515
3,7,2,2-approval,44,False,0.00024070002837106586
3,7,2,2-approval,45,False,0.0003174000303260982
3,7,2,2-approval,46,False,0.0002479000249877572
3,7,2,2-approval,47,False,0.0005477999802678823
3,7,2,2-approval,48,False,0.00024580000899732113
3,7,2,2-approval,49,False,0.00022470002295449376
3,7,2,veto,0,False,0.00023529998725280166
3,7,2,veto,1,False,0.00028310000197961926
3,7,2,veto,2,False,0.00025790004292503
3,7,2,veto,3,False,0.0002606999478302896
3,7,2,veto,4,False,0.00023060000967234373
3,7,2,veto,5,False,0.00034470000537112355
3,7,2,veto,6,False,0.00025479996111243963
3,7,2,veto,7,False,0.0002044999855570495
3,7,2,veto,8,False,0.00023239996517077088
3,7,2,veto,9,False,0.0003203999949619174
3,7,2,veto,10,False,0.00027980003505945206
3,7,2,veto,11,False,0.0002579999854788184
3,7,2,veto,12,False,0.00023339997278526425
3,7,2,veto,13,False,0.0003454000107012689
3,7,2,veto,14,False,0.00035200000274926424
3,7,2,veto,15,False,0.00028879998717457056
3,7,2,veto,16,False,0.0006172999856062233
3,7,2,veto,17,False,0.0002750999992713332
3,7,2,veto,18,False,0.0002501000417396426
3,7,2,veto,19,False,0.00023509998572990298
3,7,2,veto,20,False,0.0002072000061161816
3,7,2,veto,21,False,0.00028989999555051327
3,7,2,veto,22,False,0.00027110002702102065
3,7,2,veto,23,False,0.00023150001652538776
3,7,2,veto,24,False,0.0002413999754935503
3,7,2,veto,25,False,0.0005231000250205398
3,7,2,veto,26,False,0.0002762000076472759
3,7,2,veto,27,False,0.00027459999546408653
3,7,2,veto,28,False,0.0002114999806508422
3,7,2,veto,29,False,0.0003508000518195331
3,7,2,veto,30,False,0.0007593000191263855
3,7,2,veto,31,False,0.0002552000223658979
3,7,2,veto,32,False,0.0002500999835319817
3,7,2,veto,33,False,0.00023559998953714967
3,7,2,veto,34,False,0.00029340002220124006
3,7,2,veto,35,False,0.0002865000278688967
3,7,2,veto,36,False,0.0002391999587416649
3,7,2,veto,37,False,0.00022529996931552887
3,7,2,veto,38,False,0.00035340001340955496
3,7,2,veto,39,False,0.00028820004081353545
3,7,2,veto,40,False,0.0003846999607048929
3,7,2,veto,41,False,0.0005947999889031053
3,7,2,veto,42,False,0.00026189995696768165
3,7,2,veto,43,False,0.00023180001880973577
3,7,2,veto,44,False,0.00022639997769147158
3,7,2,veto,45,False,0.00021869997726753354
3,7,2,veto,46,False,0.0002376000047661364
3,7,2,veto,47,False,0.0002761000068858266
3,7,2,veto,48,False,0.0002376000047661364
3,7,2,veto,49,False,0.00022170000011101365
3,7,3,plurality,0,False,0.00037429999792948365
3,7,3,plurality,1,False,0.00033169996459037066
3,7,3,plurality,2,False,0.0002683000057004392
3,7,3,plurality,3,False,0.0002060999977402389
3,7,3,plurality,4,False,0.00026920001255348325
3,7,3,plurality,5,False,0.0003453000099398196
3,7,3,plurality,6,False,0.00023369997506961226
3,7,3,plurality,7,False,0.00021590001415461302
3,7,3,plurality,8,False,0.0002072000061161816
3,7,3,plurality,9,False,0.00027709995629265904
3,7,3,plurality,10,False,0.0002957000397145748
3,7,3,plurality,11,False,0.0002521999995224178
3,7,3,plurality,12,False,0.00020569999469444156
3,7,3,plurality,13,False,0.0003182000364176929
3,7,3,plurality,14,False,0.00047959998482838273
3,7,3,plurality,15,False,0.000228599994443357
3,7,3,plurality,16,False,0.0001944000250659883
3,7,3,plurality,17,False,0.00023790000705048442
3,7,3,plurality,18,False,0.0003789999755099416
3,7,3,plurality,19,False,0.0002731999848037958
3,7,3,plurality,20,False,0.000221800000872463
3,7,3,plurality,21,False,0.0002558000269345939
3,7,3,plurality,22,False,0.0007143999682739377
3,7,3,plurality,23,False,0.0002707999665290117
3,7,3,plurality,24,False,0.00022749998606741428
3,7,3,plurality,25,False,0.00029450003057718277
3,7,3,plurality,26,False,0.00027489999774843454
3,7,3,plurality,27,False,0.0002460000105202198
3,7,3,plurality,28,False,0.0002072000061161816
3,7,3,plurality,29,False,0.00035849999403581023
3,7,3,plurality,30,False,0.0003190000425092876
3,7,3,plurality,31,False,0.00023790000705048442
3,7,3,plurality,32,False,0.00022869999520480633
3,7,3,plurality,33,False,0.00027220003539696336
3,7,3,plurality,34,False,0.00031809997744858265
3,7,3,plurality,35,False,0.000291600008495152
3,7,3,plurality,36,False,0.0002519999979995191
3,7,3,plurality,37,False,0.0002416999777778983
3,7,3,plurality,38,False,0.00031699996907263994
3,7,3,plurality,39,False,0.00024559994926676154
3,7,3,plurality,40,False,0.00021959998412057757
3,7,3,plurality,41,False,0.00028739997651427984
3,7,3,plurality,42,False,0.0003053999971598387
3,7,3,plurality,43,False,0.00024060002760961652
3,7,3,plurality,44,False,0.0002245000214315951
3,7,3,plurality,45,False,0.00023820000933483243
3,7,3,plurality,46,False,0.000305800000205636
3,7,3,plurality,47,False,0.0004308999632485211
3,7,3,plurality,48,False,0.0002364999963901937
3,7,3,plurality,49,False,0.00022350001381710172
3,7,3,2-approval,0,False,0.00031289999606087804
3,7,3,2-approval,1,False,0.00029180001001805067
3,7,3,2-approval,2,False,0.00022599997464567423
3,7,3,2-approval,3,False,0.0007029999978840351
3,7,3,2-approval,4,False,0.00037289998726919293
3,7,3,2-approval,5,False,0.00023530004546046257
3,7,3,2-approval,6,False,0.0002243000199086964
3,7,3,2-approval,7,False,0.00028449995443224907
3,7,3,2-approval,8,False,0.00032949994783848524
3,7,3,2-approval,9,False,0.0003157000173814595
3,7,3,2-approval,10,False,0.00024560000747442245
3,7,3,2-approval,11,False,0.0002733999863266945
3,7,3,2-approval,12,False,0.00036910001654177904
3,7,3,2-approval,13,False,0.0002662999904714525
3,7,3,2-approval,14,False,0.00023639999562874436
3,7,3,2-approval,15,False,0.0002967999898828566
3,7,3,2-approval,16,False,0.00035669998032972217
3,7,3,2-approval,17,False,0.0002562999725341797
3,7,3,2-approval,18,False,0.0002967999898828566
3,7,3,2-approval,19,False,0.0005889000021852553
3,7,3,2-approval,20,False,0.0003371999482624233
3,7,3,2-approval,21,False,0.0004493999877013266
3,7,3,2-approval,22,False,0.00027329998556524515
3,7,3,2-approval,23,False,0.0004891999997198582
3,7,3,2-approval,24,False,0.000304899993352592
3,7,3,2-approval,25,False,0.0002533999504521489
3,7,3,2-approval,26,False,0.00024179997853934765
3,7,3,2-approval,27,False,0.0003347999881953001
3,7,3,2-approval,28,False,0.00024510000366717577
3,7,3,2-approval,29,False,0.000298400002066046
3,7,3,2-approval,30,False,0.00024179997853934765
3,7,3,2-approval,31,False,0.000311699986923486
3,7,3,2-approval,32,False,0.00028580002253875136
3,7,3,2-approval,33,False,0.0004275999963283539
3,7,3,2-approval,34,False,0.00023819995112717152
3,7,3,2-approval,35,False,0.00030829996103420854
3,7,3,2-approval,36,False,0.00030499999411404133
3,7,3,2-approval,37,False,0.00037349999183788896
3,7,3,2-approval,38,False,0.0002607000060379505
3,7,3,2-approval,39,False,0.0002967000473290682
3,7,3,2-approval,40,False,0.0008776999893598258
3,7,3,2-approval,41,False,0.00024199998006224632
3,7,3,2-approval,42,False,0.00022600003285333514
3,7,3,2-approval,43,False,0.0007265000022016466
3,7,3,2-approval,44,False,0.0005013999762013555
3,7,3,2-approval,45,False,0.0002188000362366438
3,7,3,2-approval,46,False,0.00022609997540712357
3,7,3,2-approval,47,False,0.00020599999697878957
3,7,3,2-approval,48,False,0.00037399999564513564
3,7,3,2-approval,49,False,0.00028310000197961926
3,7,3,veto,0,False,0.00024269998539239168
3,7,3,veto,1,False,0.000228899996727705
3,7,3,veto,2,False,0.0006063000182621181
3,7,3,veto,3,False,0.00027680001221597195
3,7,3,veto,4,False,0.00023689999943599105
3,7,3,veto,5,False,0.00021500000730156898
3,7,3,veto,6,False,0.00022010004613548517
3,7,3,veto,7,False,0.0003318000235594809
3,7,3,veto,8,False,0.0003206999972462654
3,7,3,veto,9,False,0.0002334999735467136
3,7,3,veto,10,False,0.0002150999498553574
3,7,3,veto,11,False,0.00023309997050091624
3,7,3,veto,12,False,0.0003467000206001103
3,7,3,veto,13,False,0.00043569999979808927
3,7,3,veto,14,False,0.0002810999867506325
3,7,3,veto,15,False,0.0011230000527575612
3,7,3,veto,16,False,0.0004759000148624182
3,7,3,veto,17,False,0.0002997000119648874
3,7,3,veto,18,False,0.0002838000073097646
3,7,3,veto,19,False,0.0007802000036463141
3,7,3,veto,20,False,0.0006566999945789576
3,7,3,veto,21,False,0.0007129000150598586
3,7,3,veto,22,False,0.0002848999574780464
3,7,3,veto,23,False,0.0006763000274077058
3,7,3,veto,24,False,0.00035769998794421554
3,7,3,veto,25,False,0.00028190005104988813
3,7,3,veto,26,False,0.0002877999795600772
3,7,3,veto,27,False,0.000298099999781698
3,7,3,veto,28,False,0.00032409996492788196
3,7,3,veto,29,False,0.0006951999966986477
3,7,3,veto,30,False,0.00028300000121816993
3,7,3,veto,31,False,0.00024019996635615826
3,7,3,veto,32,False,0.0002908000024035573
3,7,3,veto,33,False,0.0002934999647550285
3,7,3,veto,34,False,0.0009124000207521021
3,7,3,veto,35,False,0.0005948000471107662
3,7,3,veto,36,False,0.00028219999512657523
3,7,3,veto,37,False,0.0005335999885573983
3,7,3,veto,38,False,0.0008514999644830823
3,7,3,veto,39,False,0.00033030001213774085
3,7,3,veto,40,False,0.00043399998685345054
3,7,3,veto,41,False,0.000604800006840378
3,7,3,veto,42,False,0.0003312000189907849
3,7,3,veto,43,False,0.0006260999944061041
3,7,3,veto,44,False,0.00030780001543462276
3,7,3,veto,45,False,0.00026950001483783126
3,7,3,veto,46,False,0.0003597000031732023
3,7,3,veto,47,False,0.00032400002237409353
3,7,3,veto,48,False,0.0002861000248230994
3,7,3,veto,49,False,0.0002487999736331403
3,7,4,plurality,0,False,0.0002514999941922724
3,7,4,plurality,1,False,0.00033389998134225607
3,7,4,plurality,2,False,0.00026430003345012665
3,7,4,plurality,3,False,0.0002804999821819365
3,7,4,plurality,4,False,0.00033769995206966996
3,7,4,plurality,5,False,0.00029250001534819603
3,7,4,plurality,6,False,0.0002510999911464751
3,7,4,plurality,7,False,0.00023549998877570033
3,7,4,plurality,8,False,0.0002927000168710947
3,7,4,plurality,9,False,0.0003111999831162393
3,7,4,plurality,10,False,0.0004762000171467662
3,7,4,plurality,11,False,0.0003651999868452549
3,7,4,plurality,12,False,0.00047930004075169563
3,7,4,plurality,13,False,0.0014563999720849097
3,7,4,plurality,14,False,0.0003402999718673527
3,7,4,plurality,15,False,0.00029440002981573343
3,7,4,plurality,16,False,0.0005716999876312912
3,7,4,plurality,17,False,0.0012866999604739249
3,7,4,plurality,18,False,0.00029969995375722647
3,7,4,plurality,19,False,0.0005605000187642872
3,7,4,plurality,20,False,0.0013821999891661108
3,7,4,plurality,21,False,0.0004088999703526497
3,7,4,plurality,22,False,0.0003899000003002584
3,7,4,plurality,23,False,0.0004813999985344708
3,7,4,plurality,24,False,0.0005486999871209264
3,7,4,plurality,25,False,0.00034329999471083283
3,7,4,plurality,26,False,0.0005596000119112432
3,7,4,plurality,27,False,0.0004039999912492931
3,7,4,plurality,28,False,0.00047289999201893806
3,7,4,plurality,29,False,0.0012297999928705394
3,7,4,plurality,30,False,0.00031590001890435815
3,7,4,plurality,31,False,0.0006121000042185187
3,7,4,plurality,32,False,0.0003233000170439482
3,7,4,plurality,33,False,0.0002969999914057553
3,7,4,plurality,34,False,0.00035200000274926424
3,7,4,plurality,35,False,0.00030010001501068473
3,7,4,plurality,36,False,0.0007068999693728983
3,7,4,plurality,37,False,0.0002975999959744513
3,7,4,plurality,38,False,0.0003005000180564821
3,7,4,plurality,39,False,0.0003502999898046255
3,7,4,plurality,40,False,0.0003302000113762915
3,7,4,plurality,41,False,0.0006384999724105
3,7,4,plurality,42,False,0.0019656000076793134
3,7,4,plurality,43,False,0.0028637999785132706
3,7,4,plurality,44,False,0.0003434999962337315
3,7,4,plurality,45,False,0.00032680004369467497
3,7,4,plurality,46,False,0.00041199999395757914
3,7,4,plurality,47,False,0.0018754000193439424
3,7,4,plurality,48,False,0.0007337999995797873
3,7,4,plurality,49,False,0.005627600010484457
3,7,4,2-approval,0,False,0.0006193000008352101
3,7,4,2-approval,1,False,0.0006238999776542187
3,7,4,2-approval,2,False,0.0003493999829515815
3,7,4,2-approval,3,False,0.0005908000166527927
3,7,4,2-approval,4,False,0.0007639999967068434
3,7,4,2-approval,5,False,0.0007779000443406403
3,7,4,2-approval,6,False,0.0005141000146977603
3,7,4,2-approval,7,False,0.0005636999849230051
3,7,4,2-approval,8,False,0.0006664000102318823
3,7,4,2-approval,9,False,0.0008390000439248979
3,7,4,2-approval,10,False,0.0006609999691136181
3,7,4,2-approval,11,False,0.00039359997026622295
3,7,4,2-approval,12,False,0.0005254999850876629
3,7,4,2-approval,13,False,0.00040389999048784375
3,7,4,2-approval,14,False,0.0005751000135205686
3,7,4,2-approval,15,False,0.0005520999548025429
3,7,4,2-approval,16,False,0.000554799975361675
3,7,4,2-approval,17,False,0.0006944999913685024
3,7,4,2-approval,18,False,0.00034610001603141427
3,7,4,2-approval,19,False,0.0003333999775350094
3,7,4,2-approval,20,False,0.0003157000173814595
3,7,4,2-approval,21,False,0.0003752000047825277
3,7,4,2-approval,22,False,0.0002911000046879053
3,7,4,2-approval,23,False,0.0006059000152163208
3,7,4,2-approval,24,False,0.00034499994944781065
3,7,4,2-approval,25,False,0.0017042999970726669
3,7,4,2-approval,26,False,0.00045779999345541
3,7,4,2-approval,27,False,0.0007588000153191388
3,7,4,2-approval,28,False,0.00036880001425743103
3,7,4,2-approval,29,False,0.0004715999821200967
3,7,4,2-approval,30,False,0.0006350000039674342
3,7,4,2-approval,31,False,0.00037289998726919293
3,7,4,2-approval,32,False,0.0007515999604947865
3,7,4,2-approval,33,False,0.0021548999939113855
3,7,4,2-approval,34,False,0.0005098999827168882
3,7,4,2-approval,35,False,0.00035009998828172684
3,7,4,2-approval,36,False,0.0006759999669156969
3,7,4,2-approval,37,False,0.00042559998109936714
3,7,4,2-approval,38,False,0.0006310000317171216
3,7,4,2-approval,39,False,0.0002945999731309712
3,7,4,2-approval,40,False,0.0002511999919079244
3,7,4,2-approval,41,False,0.00024940003640949726
3,7,4,2-approval,42,False,0.0004579999949783087
3,7,4,2-approval,43,False,0.000541499990504235
3,7,4,2-approval,44,False,0.0005647999932989478
3,7,4,2-approval,45,False,0.00035799999022856355
3,7,4,2-approval,46,False,0.0005595999537035823
3,7,4,2-approval,47,False,0.00034690002212300897
3,7,4,2-approval,48,False,0.00064439995912835
3,7,4,2-approval,49,False,0.00045190000673756003
3,7,4,veto,0,False,0.000381199992261827
3,7,4,veto,1,False,0.0006607999675907195
3,7,4,veto,2,False,0.00043459999142214656
3,7,4,veto,3,False,0.0005898000090382993
3,7,4,veto,4,False,0.00041369994869455695
3,7,4,veto,5,False,0.0006683999672532082
3,7,4,veto,6,False,0.00041799998143687844
3,7,4,veto,7,False,0.0003838999546132982
3,7,4,veto,8,False,0.00040989997796714306
3,7,4,veto,9,False,0.00046150002162903547
3,7,4,veto,10,False,0.00031019997550174594
3,7,4,veto,11,False,0.0006606999668292701
3,7,4,veto,12,False,0.0004990000161342323
3,7,4,veto,13,False,0.0003266000421717763
3,7,4,veto,14,False,0.0004393000272102654
3,7,4,veto,15,False,0.0005209000082686543
3,7,4,veto,16,False,0.0002901999978348613
3,7,4,veto,17,False,0.0004233000217936933
3,7,4,veto,18,False,0.00032270001247525215
3,7,4,veto,19,False,0.00028500001644715667
3,7,4,veto,20,False,0.00026810000417754054
3,7,4,veto,21,False,0.0003217000048607588
3,7,4,veto,22,False,0.0002929999609477818
3,7,4,veto,23,False,0.000284800014924258
3,7,4,veto,24,False,0.0004086000262759626
3,7,4,veto,25,False,0.000348100031260401
3,7,4,veto,26,False,0.00035930000012740493
3,7,4,veto,27,False,0.0010785000049509108
3,7,4,veto,28,False,0.00036419997923076153
3,7,4,veto,29,False,0.00034090003464370966
3,7,4,veto,30,False,0.00030559999868273735
3,7,4,veto,31,False,0.0003716999781318009
3,7,4,veto,32,False,0.00032329995883628726
3,7,4,veto,33,False,0.0005944999866187572
3,7,4,veto,34,False,0.00035799999022856355
3,7,4,veto,35,False,0.0002924999571405351
3,7,4,veto,36,False,0.0004189999890513718
3,7,4,veto,37,False,0.000291300006210804
3,7,4,veto,38,False,0.0005233000265434384
3,7,4,veto,39,False,0.0003656999906525016
3,7,4,veto,40,False,0.0005434000049717724
3,7,4,veto,41,False,0.0003788000321947038
3,7,4,veto,42,False,0.00034329999471083283
3,7,4,veto,43,False,0.00032869999995455146
3,7,4,veto,44,False,0.0003377999528311193
3,7,4,veto,45,False,0.00029990001348778605
3,7,4,veto,46,False,0.00026729999808594584
3,7,4,veto,47,False,0.00034470000537112355
3,7,4,veto,48,False,0.0005685000214725733
3,7,4,veto,49,False,0.0005980999558232725
4,2,2,plurality,0,True,0.00024239998310804367
4,2,2,plurality,1,True,0.00021919998107478023
4,2,2,plurality,2,True,0.0001770000089891255
4,2,2,plurality,3,True,0.0002462999545969069
4,2,2,plurality,4,True,0.000298700004350394
4,2,2,plurality,5,True,0.0003179999766871333
4,2,2,plurality,6,True,0.00018129998352378607
4,2,2,plurality,7,False,0.0007123000104911625
4,2,2,plurality,8,False,0.00028330000350251794
4,2,2,plurality,9,True,0.0001680999994277954
4,2,2,plurality,10,True,0.00020020001102238894
4,2,2,plurality,11,True,0.0001501000369898975
4,2,2,plurality,12,True,0.0003152999561280012
4,2,2,plurality,13,True,0.00029889994766563177
4,2,2,plurality,14,True,0.00019319995772093534
4,2,2,plurality,15,True,0.0001715999678708613
4,2,2,plurality,16,True,0.0001832999987527728
4,2,2,plurality,17,True,0.00017419998766854405
4,2,2,plurality,18,False,0.00026220001745969057
4,2,2,plurality,19,True,0.0001756999990902841
4,2,2,plurality,20,True,0.0002514999941922724
4,2,2,plurality,21,True,0.0003396999672986567
4,2,2,plurality,22,True,0.00021219998598098755
4,2,2,plurality,23,True,0.00024690001737326384
4,2,2,plurality,24,False,0.00024999998277053237
4,2,2,plurality,25,True,0.00016850000247359276
4,2,2,plurality,26,True,0.0001868000254034996
4,2,2,plurality,27,True,0.0002992000081576407
4,2,2,plurality,28,True,0.0002772000152617693
4,2,2,plurality,29,False,0.00024729996221140027
4,2,2,plurality,30,True,0.0003014000249095261
4,2,2,plurality,31,False,0.00020340003538876772
4,2,2,plurality,32,False,0.00018100003944709897
4,2,2,plurality,33,True,0.00017950002802535892
4,2,2,plurality,34,True,0.00017209997167810798
4,2,2,plurality,35,False,0.00021319999359548092
4,2,2,plurality,36,True,0.00014670001110062003
4,2,2,plurality,37,True,0.0001297999988310039
4,2,2,plurality,38,True,0.0003512999974191189
4,2,2,plurality,39,True,0.00014630000805482268
4,2,2,plurality,40,True,0.0001849000109359622
4,2,2,plurality,41,False,0.00019920000340789557
4,2,2,plurality,42,True,0.00013159995432943106
4,2,2,plurality,43,True,0.0003035999834537506
4,2,2,plurality,44,True,0.00014710001414641738
4,2,2,plurality,45,False,0.00016459997277706861
4,2,2,plurality,46,False,0.00034110003616660833
4,2,2,plurality,47,True,0.000285400019492954
4,2,2,plurality,48,True,0.00017499999376013875
4,2,2,plurality,49,True,0.00017600000137463212
4,2,2,2-approval,0,True,0.00025809998624026775
4,2,2,2-approval,1,True,0.00018069997895509005
4,2,2,2-approval,2,True,0.00018079997971653938
4,2,2,2-approval,3,True,0.00013429997488856316
4,2,2,2-approval,4,True,0.0001889999839477241
4,2,2,2-approval,5,True,0.00021319999359548092
4,2,2,2-approval,6,True,0.0002888999879360199
4,2,2,2-approval,7,False,0.0002470999606885016
4,2,2,2-approval,8,True,0.0002597999991849065
4,2,2,2-approval,9,True,0.00016529997810721397
4,2,2,2-approval,10,True,0.0003831000067293644
4,2,2,2-approval,11,True,0.00022010004613548517
4,2,2,2-approval,12,True,0.00026110000908374786
4,2,2,2-approval,13,True,0.00017830001888796687
4,2,2,2-approval,14,True,0.00024799996754154563
4,2,2,2-approval,15,True,0.0001700000138953328
4,2,2,2-approval,16,True,0.00012560002505779266
4,2,2,2-approval,17,True,0.00031370000215247273
4,2,2,2-approval,18,False,0.0003473000251688063
4,2,2,2-approval,19,True,0.0003035999834537506
4,2,2,2-approval,20,True,0.0005327999824658036
4,2,2,2-approval,21,True,0.00018849998014047742
4,2,2,2-approval,22,True,0.0002258999738842249
4,2,2,2-approval,23,True,0.00030620000325143337
4,2,2,2-approval,24,True,0.00023200002033263445
4,2,2,2-approval,25,True,0.00012470001820474863
4,2,2,2-approval,26,True,0.00024530000519007444
4,2,2,2-approval,27,True,0.00023369997506961226
4,2,2,2-approval,28,True,0.00018530001398175955
4,2,2,2-approval,29,True,0.0002899999963119626
4,2,2,2-approval,30,True,0.00029830000130459666
4,2,2,2-approval,31,True,0.0001724000321701169
4,2,2,2-approval,32,True,0.00019619998056441545
4,2,2,2-approval,33,True,0.00015629996778443456
4,2,2,2-approval,34,True,0.00018050003563985229
4,2,2,2-approval,35,False,0.0002536000101827085
4,2,2,2-approval,36,True,0.00019529997371137142
4,2,2,2-approval,37,True,0.0005943999858573079
4,2,2,2-approval,38,True,0.00016930000856518745
4,2,2,2-approval,39,True,0.00018450000789016485
4,2,2,2-approval,40,True,0.0002717999741435051
4,2,2,2-approval,41,True,0.0002416999777778983
4,2,2,2-approval,42,True,0.00023830001009628177
